Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Airport,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD
MOR43520,China,China,3/30/2022 0:00,"2 ivory bangles, 2 ivory bead bracelets and 3 black wood bracelets seized at Guangzhou Baiyun Airport",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,2,0.282,Kilograms,,,
MOR43520,China,China,3/30/2022 0:00,"2 ivory bangles, 2 ivory bead bracelets and 3 black wood bracelets seized at Guangzhou Baiyun Airport",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,2,0.282,Kilograms,,,
MOR43968,Panama,Panama,5/1/2022 0:00,cocobolo wooden statues seized in Tocumen International Airport,Tocumen International Airport,Dalbergia retusa,"Cocobolo, Cocobolo Prieto",Carvings,7,,,,,
MOR44122,Uganda,Uganda,5/29/2022 0:00,26 rhino horn pieces (15 kg) seized at Entebbe International Airport - 2 convicted,Entebbe International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,26,15,Kilograms,,,
MOR44142,Germany,Germany,5/31/2022 0:00,"16 rhino horn pieces (6.5 kg) seized at Leipzig/Halle Airport, Saxony",Leipzig/Halle Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,16,6.5,Kilograms,400000,EUR Euro,430540
MOR44226,China,China,5/11/2022 0:00,8 ivory items (0.35 kg) seized at Chengdu Shuangliu Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,8,0.35,Kilograms,,,
MOR44263,Mexico,Mexico,1/6/2022 0:00,1 tiger cub seized at Mérida International Airport - 1 arrested,Merida International Airport,Panthera tigris tigris,Bengal Tiger,Individual - Live,1,,,,,
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Shenzhen Bao’an Airport,Charonia tritonis,"giant triton, Pacific triton, Triton's trumpet, Triton's trumpet shell",Shell,17,4.712,Kilograms,,,
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Shenzhen Bao’an Airport,Elephantidae,Elephants,Ivory Pieces - Raw,17,4.712,Kilograms,,,
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Shenzhen Bao’an Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,17,4.712,Kilograms,,,
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Shenzhen Bao’an Airport,Panax quinquefolius,"American Ginseng, American Ginseng Root, Canadian Ginseng, Dwarf-Groundroot, Five-Fingers, Ginseng, Man's Health, Occidental Ginseng, Red Berry, Sang, Tartar Root, Ginseng Americano, Ginseng à Cinq Folioles, Ginseng d'Amérique",Plant Parts,17,4.712,Kilograms,,,
MOR44268,China,China,11/2/2021 0:00,1 Giant clam shell (5 kg) seized at Wuhan Tianhe Airport - 1 suspect,Wuhan Tianhe Airport,Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Shell,1,5,Kilograms,,,
MOR44269,China,China,11/6/2021 0:00,21 crocodile skin products and Sandalwood bracelets (3.662 kg) seized at Shenzhen Bao'An Airport,Shenzhen Bao’an Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,21,3.662,Kilograms,,,
MOR44269,China,China,11/6/2021 0:00,21 crocodile skin products and Sandalwood bracelets (3.662 kg) seized at Shenzhen Bao'An Airport,Shenzhen Bao’an Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Worked,21,3.662,Kilograms,,,
MOR44271,China,China,11/10/2021 0:00,11 crocodile skin products (4.687 kg) seized at Shenzhen Bao'An Airport,Shenzhen Bao’an Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,11,4.687,Kilograms,,,
MOR44277,China,China,11/19/2021 0:00,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Shenzhen Bao’an Airport,Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Shell - Worked,11,7.602,Kilograms,,,
MOR44277,China,China,11/19/2021 0:00,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Shenzhen Bao’an Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Worked,11,7.602,Kilograms,,,
MOR44277,China,China,11/19/2021 0:00,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Shenzhen Bao’an Airport,Dalbergia melanoxylon,"African Blackwood, African Ebony, Mbingo",Wood - Worked,11,7.602,Kilograms,,,
MOR44281,China,China,11/17/2021 0:00,41 stony coral inlays (285.5 kg) seized at Shanghai Pudong Airport,Shanghai Pudong Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Worked,41,282.5,Kilograms,,,
MOR44303,China,China,5/10/2021 0:00,1 ivory bangle (0.066 kg) seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,1,0.066,Kilograms,,,
MOR44436,China,China,2/1/2021 0:00,2 ivory carvings (0.104 kg) seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,2,0.104,Kilograms,,,
MOR44441,China,China,4/1/2021 0:00,2 ivory bracelets (0.12 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.12,Kilograms,,,
MOR44443,China,China,4/1/2021 0:00,0.44 kg ivory carvings seized at Shenzhen Bao’an Airport - 4 suspects,Shenzhen Bao’an Airport,Elephantidae,Elephants,Ivory - Worked,,0.44,Kilograms,,,
MOR44451,China,China,3/1/2021 0:00,1 ivory pendant (0.023 kg) seized at Kunming Changshui International Airport,Kunming Changshui Airport,Elephantidae,Elephants,Ivory - Worked,1,0.023,Kilograms,,,
MOR44472,Netherlands,Netherlands,3/15/2021 0:00,13 ivory carvings seized at Amsterdam International Airport Schiphol,Amsterdam International Airport,Elephantidae,Elephants,Ivory - Worked,13,,,,,
MOR44703,Kenya,Kenya,6/16/2022 0:00,1 ivory figurine (0.6 kg) seized at Moi International Airport - 1 charged,Moi International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.6,Kilograms,,,
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Bangkok Suvarnabhumi Airport,Hystrix brachyura,"Malayan Porcupine, Himalayan Crestless Porcupine",Individual - Live,2,,,,,
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Bangkok Suvarnabhumi Airport,Iguana iguana,"Common Iguana, Green Iguana, Gallina de palo, Iguana verde, Iguane commun, Iguane vert",Individual - Dead,6,,,,,
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Bangkok Suvarnabhumi Airport,Iguana iguana,"Common Iguana, Green Iguana, Gallina de palo, Iguana verde, Iguane commun, Iguane vert",Individual - Live,50,,,,,
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Bangkok Suvarnabhumi Airport,Podocnemis unifilis,"Yellow-headed Sideneck, Yellow-spotted River Turtle, Yellow-spotted Sideneck Turtle, Terecay, Podocnémide de Cayenne",Individual - Live,35,,,,,
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Bangkok Suvarnabhumi Airport,Gerrhosaurus major,"Rough-scaled Plated Lizard, Sudan Plated Lizard",Individual - Live,6,,,,,
MOR44958,Thailand,Thailand,7/4/2022 0:00,116 tortoises seized at Bangkok Suvarnabhumi Airport - 1 Ukrainian arrested,Bangkok Suvarnabhumi Airport,Malacochersus tornieri,"Crevice Tortoise, Pancake Tortoise, Softshell Tortoise, Tornier's Tortoise, Tortuga de cuña, Tortue à carapace souple, Tortue de Tornier",Individual - Live,98,,,900000,THB Baht,25228.7
MOR44958,Thailand,Thailand,7/4/2022 0:00,116 tortoises seized at Bangkok Suvarnabhumi Airport - 1 Ukrainian arrested,Bangkok Suvarnabhumi Airport,Astrochelys radiata,"Radiated Tortoise, Tortuga estrellada de Madagascar, Tortuga rayada, Tortue radiée de Madagascar, Tortue rayonnée",Individual - Live,14,,,900000,THB Baht,25228.7
MOR44958,Thailand,Thailand,7/4/2022 0:00,116 tortoises seized at Bangkok Suvarnabhumi Airport - 1 Ukrainian arrested,Bangkok Suvarnabhumi Airport,Aldabrachelys gigantea,"Aldabra Giant Tortoise, Tortuga gigante de Aldabra, Tortue géante, Tortue géante d'Aldabra",Individual - Live,4,,,900000,THB Baht,25228.7
MOR44980,China,China,6/21/2022 0:00,3 ivory products (0.155 kg) seized at Chengdu Shuangliu Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,2,0.155,Kilograms,,,
MOR44980,China,China,6/21/2022 0:00,3 ivory products (0.155 kg) seized at Chengdu Shuangliu Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,1,0.115,Kilograms,,,
MOR44983,China,China,7/1/2022 0:00,12 ivory products (0.748 kg) seized at Jinan Airport,Jinan Airport,Elephantidae,Elephants,Ivory - Worked,12,0.748,Kilograms,,,
MOR44985,China,China,7/1/2022 0:00,1 red sandalwood table (63.5 kg) seized at Guangzhou Airport,Guangzhou Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Worked,1,63.5,Kilograms,,,
MOR45002,China,China,3/1/2022 0:00,1 ivory fan seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR45005,China,China,3/1/2022 0:00,2 ivory bangles (0.10497 kg) seized at Nanjing Lukou Airport,Nanjing Lukou Airport,Elephantidae,Elephants,Ivory - Worked,2,0.10497,Kilograms,,,
MOR45076,Indonesia,Indonesia,1/1/2022 0:00,10 lizards and 25 sailfin lizards seized at ​​Sultan Hasanuddin Airport,Sultan Hasanuddin Airport,Squamata-Lacertilia,Lizards,Individual - Dead,10,,,,,
MOR45076,Indonesia,Indonesia,1/1/2022 0:00,10 lizards and 25 sailfin lizards seized at ​​Sultan Hasanuddin Airport,Sultan Hasanuddin Airport,Hydrosaurus weberi,Weber's Sailfin Lizard,Individual - Dead,25,,,,,
MOR45213,China,China,1/12/2021 0:00,27 ivory products (0.415 kg) seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,27,0.451,Kilograms,,,
MOR45556,Portugal,Portugal,7/5/2022 0:00,"13 rhino horn pieces (10 kg) seized in Lisbon Airport, from Angola",Lisbon Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,13,10,Kilograms,600000,EUR Euro,626041
MOR46783,Singapore,Singapore,10/4/2022 0:00,20 rhino horn (34 kg) seized at Changi International Airport - 1 charged,Changi International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,20,34,Kilograms,1200000,USD US Dollar,1200000
MOR46783,Singapore,Singapore,10/4/2022 0:00,20 rhino horn (34 kg) seized at Changi International Airport - 1 sentenced,Changi International Airport,Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn,2,2.7,Kilograms,,,
MOR46783,Singapore,Singapore,10/4/2022 0:00,20 rhino horn (34 kg) seized at Changi International Airport - 1 sentenced,Changi International Airport,Ceratotherium simum,"Grass Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros, Rinoceronte blanco, Rhinocéros blanc",Horn,18,32,Kilograms,,,
MOR47041,Angola,Angola,9/23/2022 0:00,"26.6 kg worked ivory, 4 rhino horns (6.6 kg) & 5 elephant tail yarn rolls (0.8 kg) seized in Luanda International Airport - 1 arrested",Luanda International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,4,6.6,Kilograms,,,
MOR47615,Angola,Angola,11/21/2022 0:00,13 rhino horn (30.4 kg) seized in Luanda International Airport - 1 arrested,Luanda International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,13,30.4,Kilograms,,,
MOR47646,Germany,Germany,11/1/2021 0:00,2 giant clam shells (30 kg) seized at Berlin Brandenburg Airport,Berlin Brandenburg Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell,2,30,Kilograms,,,
MOR47675,Egypt,Egypt,11/20/2022 0:00,3 ivory statues seized at Cairo International Airport,Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,3,,,,,
MOR48385,Egypt,Egypt,10/20/2021 0:00,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR48385,Egypt,Egypt,10/20/2021 0:00,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,223,,,,,
MOR48421,China,China,4/1/2021 0:00,26.68 kg pangolin scales & 0.08 kg ivory seized at Beijing Capital International Airport - 1 convicted,Beijing Capital Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,0.08395,Kilograms,3497,CNY Yuan Renminbi,545.836
MOR48421,China,China,4/1/2021 0:00,26.68 kg pangolin scales & 0.08 kg ivory seized at Beijing Capital International Airport - 1 convicted,Beijing Capital Airport,Manidae,Pangolins,Scales,,26.68,Kilograms,1076051,CNY Yuan Renminbi,167958
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Tan Son Nhat Airport,Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Teeth,6,,,,,
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Tan Son Nhat Airport,Elephantidae,Elephants,Ivory Pieces - Raw,3,1.6,Kilograms,,,
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Tan Son Nhat Airport,Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn Pieces - Raw,2,2,Kilograms,,,
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,6,,,,,
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,2,,,,,
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR48638,China,China,3/1/2021 0:00,"ivory, giant clam shell & red sandalwood products seized at Shenzhen Bao'an International Airport",Shenzhen Bao'an International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.455,Kilograms,,,
MOR48644,China,China,6/1/2022 0:00,ivory scroll pin heads seized in Shenzhen Bao'an International Airport,Shenzhen Bao'an International Airport,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR48646,China,China,9/1/2022 0:00,2 rosewood products (3.37 kg) seized in Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Dalbergia latifolia,Indian rosewood,Wood - Worked,2,3.37,Kilograms,,,
MOR48648,China,China,12/1/2022 0:00,2 giant clam bracelets (0.42 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell - Worked,2,0.42,Kilograms,,,
MOR48649,China,China,12/26/2022 0:00,2 ivory scroll heads seized at Tianjin Binhai International Airport,Tianjin Binhai International Airport,Elephantidae,Elephants,Ivory - Worked,,2,,,,
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,2,,,,,
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,1,0.11,Kilograms,,,
MOR48663,China,China,10/1/2022 0:00,4 ivory bangles (0.132 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,4,0.132,Kilograms,,,
MOR48664,China,China,10/1/2022 0:00,0.302 kg worked ivory seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.302,Kilograms,,,
MOR48664,China,China,10/1/2022 0:00,0.302 kg worked ivory seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,,0.302,Kilograms,,,
MOR48669,China,China,10/1/2022 0:00,2 ivory bracelets (0.168 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.168,Kilograms,,,
MOR48669,China,China,10/1/2022 0:00,2 ivory bracelets (0.168 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.168,Kilograms,,,
MOR48672,China,China,11/1/2022 0:00,8 worked ivory pieces (0.183 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,3,0.183,Kilograms,,,
MOR48672,China,China,11/1/2022 0:00,8 worked ivory pieces (0.183 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,5,0.183,Kilograms,,,
MOR48673,China,China,11/1/2022 0:00,1 ivory bangle (0.043 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.043,Kilograms,,,
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53,1.24,Kilograms,,,
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53,1.24,Kilograms,,,
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53,1.24,Kilograms,,,
MOR49393,Senegal,Senegal,9/19/2021 0:00,"5 ivory bracelets seized at Blaise Diagne International Airport, Dakar - 1 arrested",Blaise Diagne International Airport,Elephantidae,Elephants,Ivory - Worked,5,,,,,
MOR49416,Poland,Poland,6/1/2022 0:00,1 nautilus shell seized at Warsaw Chopin International Airport,Warsaw Chopin International Airport,Nautilus pompilius,"Emperor nautilus, Chambered nautilus",Shell,1,,,,,
MOR49439,South Sudan,South Sudan,7/1/2021 0:00,13 ivory discs seized at Juba International Airport,Juba International Airport,Elephantidae,Elephants,Ivory - Worked,13,,,,,
MOR49453,Taiwan Province of China,Taiwan Province of China,10/31/2021 0:00,ivory seized in Taiwan Taoyuan International Airport - 1 suspect,Taiwan Taoyuan International Airport,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR49710,United States of America,United States of America,9/8/2021 0:00,ivory seized from luggage in Miami Airport - 1 convicted,Miami Airport,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.165,Kilograms,,,
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.165,Kilograms,,,
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.165,Kilograms,,,
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,4,0.165,Kilograms,,,
MOR49929,China,China,12/1/2022 0:00,23 ivory pieces (0.545 kg) seized at Guangzhou Baiyun International Airport - 5 suspects,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,23,0.545,Kilograms,,,
MOR49929,China,China,12/1/2022 0:00,23 ivory pieces (0.545 kg) seized at Guangzhou Baiyun International Airport - 5 suspects,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,23,0.545,Kilograms,,,
MOR49929,China,China,12/1/2022 0:00,23 ivory pieces (0.545 kg) seized at Guangzhou Baiyun International Airport - 5 suspects,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,23,0.545,Kilograms,,,
MOR49930,China,China,12/3/2022 0:00,2 stony corals (1.9 kg) seized at Nanjing Lukou International Airport,Nanjing Lukou International Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Raw,2,1.9,Kilograms,,,
MOR49931,China,China,12/1/2022 0:00,5.11 kg of worked African sandalwood seized at Wuhan Tianhe International Airport,Wuhan Tianhe International Airport,Osyris lanceolata,"African sandalwood, watta bush or Camwood",Wood - Worked,,5.11,Kilograms,,,
MOR50012,"Tanzania, United Republic of","Tanzania, United Republic of",1/20/2022 0:00,"116 tortoises seized at Julius Nyerere International Airport, Dar es Salaam - 1 charged",Julius Nyerere International Airport,Testudinidae,"Tortoises, Tortugas Terrestres, Tortues Terrestres",Individual - Live,116,,,18900000,TZS Tanzanian Shilling,7870.62
MOR50026,China,China,11/1/2022 0:00,26 worked ivory items (0.19 kg) seized at Chengdu Shuangliu International Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,26,0.19,Kilograms,,,
MOR50026,China,China,11/1/2022 0:00,26 worked ivory items (0.19 kg) seized at Chengdu Shuangliu International Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,26,0.19,Kilograms,,,
MOR50044,China,China,11/10/2022 0:00,3 ivory bangles (0.128 kg) seized at Qingdao Jiaodong International Airport,Qingdao Jiaodong International Airport,Elephantidae,Elephants,Ivory - Worked,3,0.128,Kilograms,,,
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Kunming Changshui Airport,Elephantidae,Elephants,Ivory - Worked,18,0.8753,Kilograms,,,
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Kunming Changshui Airport,Elephantidae,Elephants,Ivory - Worked,18,0.8753,Kilograms,,,
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Kunming Changshui Airport,Elephantidae,Elephants,Ivory - Worked,18,0.8753,Kilograms,,,
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Kunming Changshui Airport,Elephantidae,Elephants,Ivory - Worked,18,0.8753,Kilograms,,,
MOR50046,China,China,11/1/2022 0:00,7 worked ivory items (0.394 kg) seized at Shanghai Pudong International Airport,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,5,0.3937,Kilograms,,,
MOR50046,China,China,11/1/2022 0:00,7 worked ivory items (0.394 kg) seized at Shanghai Pudong International Airport,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.3937,Kilograms,,,
MOR50048,China,China,11/7/2022 0:00,3 worked ivory items (0.25 kg) seized at Qingdao Jiaodong International Airport,Qingdao Jiaodong International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.25,Kilograms,,,
MOR50048,China,China,11/7/2022 0:00,3 worked ivory items (0.25 kg) seized at Qingdao Jiaodong International Airport,Qingdao Jiaodong International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.25,Kilograms,,,
MOR50429,China,China,11/1/2022 0:00,1 stony coral (1.063 kg) seized at Wuhan Tianhe International Airport,Wuhan Tianhe International Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Raw,1,1.063,Kilograms,,,
MOR50430,China,China,11/1/2022 0:00,1 giant clam bracelet & necklace (0.199 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell - Worked,1,0.199,Kilograms,,,
MOR50430,China,China,11/1/2022 0:00,1 giant clam bracelet & necklace (0.199 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell - Worked,1,0.199,Kilograms,,,
MOR50431,China,China,11/1/2022 0:00,4 ivory bracelets & 5 ivory pendants (0.226 kg) seized at Guangzhou Baiyun International Airport - 2 suspects,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,4,0.226,Kilograms,,,
MOR50431,China,China,11/1/2022 0:00,4 ivory bracelets & 5 ivory pendants (0.226 kg) seized at Guangzhou Baiyun International Airport - 2 suspects,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,5,0.226,Kilograms,,,
MOR50831,China,China,8/1/2022 0:00,3.37 kg wooden handicraft seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Dalbergia sissoo,Sonosissoo,Wood - Worked,,3.37,Kilograms,,,
MOR50985,Germany,Germany,1/1/2022 0:00,1 pangolin seized at Dusseldorf International Airport - 1 suspect,Dusseldorf International Airport,Manidae,Pangolins,Individual - Dead,1,,,,,
